request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_183,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-06-18. None of the available options keeps the IDR 11878300 minimum protected.
request_184,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-07-30. None of the available options keeps the INR 110800 minimum protected.
request_185,583.12,not_affordable,not_recommended,none,,none,"Do not proceed with EUR 1257.3 by 2026-01-15. Although EUR 583.12 is available today, the full amount cannot be completed safely within 90 days while protecting the EUR 1300 minimum."
request_186,22863.5,not_affordable,not_recommended,none,,none,"Do not proceed with ZAR 26554 by 2026-03-15. Although ZAR 22863.5 is available today, the full amount cannot be completed safely within 90 days while protecting the ZAR 22000 minimum."
request_187,45576.87,not_affordable,not_recommended,none,,none,"Do not proceed with INR 187500 by 2024-11-15. Although INR 45576.87 is available today, the full amount cannot be completed safely within 90 days while protecting the INR 128300 minimum."
request_188,318.3,not_affordable,not_recommended,none,,none,"Do not proceed with EUR 2464 by 2025-03-04. Although EUR 318.3 is available today, the full amount cannot be completed safely within 90 days while protecting the EUR 900 minimum."
request_189,488.4,affordable_now,full_payment,2026-07-04:488.4,2026-07-04,none,Pay EUR 488.4 today. This leaves at least EUR 400 available over the next 90 days.
request_190,910.67,not_affordable,not_recommended,none,,none,"Do not proceed with EUR 2557.5 by 2025-02-15. Although EUR 910.67 is available today, the full amount cannot be completed safely within 90 days while protecting the EUR 1600 minimum."
request_191,664.4,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,none,Pay EUR 664.4 today. This leaves at least EUR 500 available over the next 90 days.
request_192,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-05-11. None of the available options keeps the USD 1000 minimum protected.
request_193,211.39,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-03-07,none,"Use 3 installments of EUR 420.23, starting 2024-03-21. This leaves at least EUR 1000 available."
request_194,47772.37,not_affordable,not_recommended,none,,none,"Do not proceed with INR 132800 by 2025-10-23. Although INR 47772.37 is available today, the full amount cannot be completed safely within 90 days while protecting the INR 113600 minimum."
request_195,1170.4,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-01-06,none,"Use 3 installments of EUR 405.74, starting 2026-01-09. This leaves at least EUR 700 available."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Pay EUR 762.3 today. This leaves at least EUR 500 available over the next 90 days.
request_197,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-01-21. None of the available options keeps the IDR 26245900 minimum protected.
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,Pay INR 185800 today. This leaves at least INR 124300 available over the next 90 days.
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8206986.67, starting 2024-09-07. This leaves at least IDR 25359500 available."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,Pay IDR 21717000 today. This leaves at least IDR 20114600 available over the next 90 days.
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,Pay IDR 23997000 today. This leaves at least IDR 17304500 available over the next 90 days.
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,Pay INR 123900 today. This leaves at least INR 147800 available over the next 90 days.
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 2025-05-10. This leaves at least EUR 1400 available."
request_204,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-01-31. None of the available options keeps the EUR 1300 minimum protected.
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,Pay IDR 10621000 today. This leaves at least IDR 13994300 available over the next 90 days.
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 2025-08-03. This leaves at least EUR 900 available."
request_207,9190.41,not_affordable,not_recommended,none,,none,"Do not proceed with ZAR 11830 by 2026-07-24. Although ZAR 9190.41 is available today, the full amount cannot be completed safely within 90 days while protecting the ZAR 13600 minimum."
request_208,4413000,affordable_now,full_payment,2024-06-07:4413000,2024-06-07,none,Pay IDR 4413000 today. This leaves at least IDR 10470700 available over the next 90 days.
request_209,3034.53,not_affordable,not_recommended,none,,none,"Do not proceed with ZAR 56914 by 2025-11-25. Although ZAR 3034.53 is available today, the full amount cannot be completed safely within 90 days while protecting the ZAR 18400 minimum."
request_210,1115.14,affordable_with_plan,partial_payment,2026-04-06:1115.14|2026-04-06:244.88,2026-04-06,none,Pay USD 1115.14 today and the remaining USD 244.88 on 2026-04-06. This completes the full request and keeps the USD 2000 minimum protected.
request_211,591.04,not_affordable,not_recommended,none,,none,"Do not proceed with EUR 1788.6 by 2024-11-15. Although EUR 591.04 is available today, the full amount cannot be completed safely within 90 days while protecting the EUR 1500 minimum."
request_212,10035793.79,affordable_with_plan,partial_payment,2025-02-05:10035793.79|2025-02-05:61898206.21,2025-02-05,none,Pay IDR 10035793.79 today and the remaining IDR 61898206.21 on 2025-02-05. This completes the full request and keeps the IDR 29579800 minimum protected.
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use 3 installments of USD 1165.63, starting 2026-01-21. This leaves at least USD 2100 available."
request_214,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-01-28. None of the available options keeps the INR 174900 minimum protected.
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10395.15, starting 2025-05-09. This leaves at least ZAR 15700 available."
request_216,710.77,not_affordable,not_recommended,none,,none,"Do not proceed with USD 3332.4 by 2026-09-15. Although USD 710.77 is available today, the full amount cannot be completed safely within 90 days while protecting the USD 1800 minimum."
request_217,23028.54,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-03-05,none,"Use 3 installments of ZAR 12889.07, starting 2024-03-19. This leaves at least ZAR 26800 available."
request_218,30115035.22,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-08-07,none,"Use 3 installments of IDR 21195893.33, starting 2025-08-07. This leaves at least IDR 34477200 available."
request_219,1444.02,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-04-04,none,"Use 3 installments of EUR 580.01, starting 2026-04-07. This leaves at least EUR 1100 available."
request_220,209.84,affordable_with_plan,partial_payment,2024-06-06:209.84|2024-06-06:2908.66,2024-06-06,none,Pay EUR 209.84 today and the remaining EUR 2908.66 on 2024-06-06. This completes the full request and keeps the EUR 1100 minimum protected.
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Pay INR 109800 today. This leaves at least INR 81500 available over the next 90 days.
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Pay ZAR 34078 today. This leaves at least ZAR 27300 available over the next 90 days.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.7 today. This leaves at least EUR 800 available over the next 90 days.
request_224,10327000,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-04,none,"Use 2 installments of IDR 5370040, starting 2025-02-04. This leaves at least IDR 22187600 available."
request_225,13422804.3,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-07-06,none,"Use 3 installments of IDR 7647120, starting 2026-07-20. This leaves at least IDR 17670700 available."
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,Pay INR 157000 today. This leaves at least INR 209400 available over the next 90 days.
request_227,23111.34,not_affordable,not_recommended,none,,none,"Do not proceed with INR 259700 by 2025-06-20. Although INR 23111.34 is available today, the full amount cannot be completed safely within 90 days while protecting the INR 62900 minimum."
request_228,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-04-30. None of the available options keeps the IDR 26191200 minimum protected.
request_229,550.76,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-03-04,none,"Use 3 installments of EUR 529.29, starting 2024-03-18. This leaves at least EUR 1000 available."
request_230,995.42,not_affordable,not_recommended,none,,none,"Do not proceed with EUR 3537.6 by 2025-10-04. Although EUR 995.42 is available today, the full amount cannot be completed safely within 90 days while protecting the EUR 2000 minimum."
request_231,35706,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,"Use 3 installments of ZAR 12378.08, starting 2026-01-06. This leaves at least ZAR 24300 available."
request_232,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-08-15. None of the available options keeps the EUR 2400 minimum protected.
request_233,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-12-17. None of the available options keeps the IDR 10365700 minimum protected.
request_234,363.33,not_affordable,not_recommended,none,,none,"Do not proceed with EUR 1213.3 by 2026-09-15. Although EUR 363.33 is available today, the full amount cannot be completed safely within 90 days while protecting the EUR 700 minimum."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967.2 today. This leaves at least USD 700 available over the next 90 days.
request_236,7443718.01,affordable_with_plan,partial_payment,2025-02-03:7443718.01|2025-02-03:44939281.99,2025-02-03,none,Pay IDR 7443718.01 today and the remaining IDR 44939281.99 on 2025-02-03. This completes the full request and keeps the IDR 16768600 minimum protected.
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Pay IDR 23826000 today. This leaves at least IDR 22431500 available over the next 90 days.
request_238,189.34,not_affordable,not_recommended,none,,none,"Do not proceed with USD 663.6 by 2025-02-16. Although USD 189.34 is available today, the full amount cannot be completed safely within 90 days while protecting the USD 700 minimum."
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay USD 642 today. This leaves at least USD 600 available over the next 90 days.
request_240,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-03-20. None of the available options keeps the INR 52800 minimum protected.
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7298026.67, starting 2024-03-17. This leaves at least IDR 19252000 available."
request_242,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-08-25. None of the available options keeps the EUR 600 minimum protected.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Pay ZAR 17468 today. This leaves at least ZAR 19900 available over the next 90 days.
request_244,48760.67,affordable_with_plan,full_payment,2024-06-04:49918,2024-06-04,stop:event_22395,"Stop delivery_membership (event_22395), then pay ZAR 49918 today. This keeps the ZAR 45900 minimum protected."
request_245,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-01-15. None of the available options keeps the INR 94600 minimum protected.
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22216.48, starting 2026-04-03. This leaves at least ZAR 39300 available."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,Pay EUR 1059.3 today. This leaves at least EUR 1300 available over the next 90 days.
request_248,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-04-28. None of the available options keeps the USD 1300 minimum protected.
request_249,214.02,not_affordable,not_recommended,none,,none,"Do not proceed with USD 643.2 by 2026-03-15. Although USD 214.02 is available today, the full amount cannot be completed safely within 90 days while protecting the USD 600 minimum."
request_250,17762.28,affordable_with_plan,partial_payment,2024-12-06:17762.28|2024-12-06:106515.72,2024-12-06,none,Pay ZAR 17762.28 today and the remaining ZAR 106515.72 on 2024-12-06. This completes the full request and keeps the ZAR 35300 minimum protected.
request_251,1470.91,not_affordable,not_recommended,none,,none,"Do not proceed with EUR 1513.6 by 2025-06-06. Although EUR 1470.91 is available today, the full amount cannot be completed safely within 90 days while protecting the EUR 1300 minimum."
request_252,6656910.53,not_affordable,not_recommended,none,,none,"Do not proceed with IDR 28082000 by 2026-09-15. Although IDR 6656910.53 is available today, the full amount cannot be completed safely within 90 days while protecting the IDR 15152200 minimum."
request_253,1636.96,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-03-07,none,"Use 3 installments of EUR 984.6, starting 2024-03-21. This leaves at least EUR 2300 available."
request_254,1068.45,not_affordable,not_recommended,none,,none,"Do not proceed with USD 3535.2 by 2025-10-15. Although USD 1068.45 is available today, the full amount cannot be completed safely within 90 days while protecting the USD 2500 minimum."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,Pay IDR 3345000 today. This leaves at least IDR 9813900 available over the next 90 days.
request_256,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-08-19. None of the available options keeps the INR 168600 minimum protected.
request_257,644.06,not_affordable,not_recommended,none,,none,"Do not proceed with USD 1352.4 by 2026-01-15. Although USD 644.06 is available today, the full amount cannot be completed safely within 90 days while protecting the USD 1600 minimum."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,Pay USD 1113.6 today. This leaves at least USD 500 available over the next 90 days.
request_259,489.86,not_affordable,not_recommended,none,,none,"Do not proceed with EUR 935 by 2024-11-15. Although EUR 489.86 is available today, the full amount cannot be completed safely within 90 days while protecting the EUR 600 minimum."
request_260,2139938.29,affordable_with_plan,partial_payment,2025-02-06:2139938.29|2025-02-06:49939061.71,2025-02-06,none,Pay IDR 2139938.29 today and the remaining IDR 49939061.71 on 2025-02-06. This completes the full request and keeps the IDR 20727700 minimum protected.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Pay EUR 1830.4 today. This leaves at least EUR 1500 available over the next 90 days.
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,Pay IDR 9236000 today. This leaves at least IDR 31018500 available over the next 90 days.
request_263,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-06-15. None of the available options keeps the ZAR 24100 minimum protected.
request_264,26863.74,not_affordable,not_recommended,none,,none,"Do not proceed with INR 111300 by 2026-06-15. Although INR 26863.74 is available today, the full amount cannot be completed safely within 90 days while protecting the INR 59500 minimum."
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,Pay INR 45970 today. This leaves at least INR 189700 available over the next 90 days.
request_266,935,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,"Use 3 installments of EUR 324.13, starting 2025-08-03. This leaves at least EUR 900 available."
request_267,1858.55,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-05,none,"Use 3 installments of EUR 667.33, starting 2026-01-08. This leaves at least EUR 1500 available."
request_268,1134.52,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-06-07,none,"Use 3 installments of EUR 841.22, starting 2024-06-14. This leaves at least EUR 1400 available."
request_269,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-01-02. None of the available options keeps the ZAR 23100 minimum protected.
request_270,218.6,not_affordable,not_recommended,none,,none,"Do not proceed with USD 3028.8 by 2026-08-30. Although USD 218.6 is available today, the full amount cannot be completed safely within 90 days while protecting the USD 1400 minimum."
request_271,84760,not_affordable,not_recommended,none,,none,"Do not proceed with INR 91300 by 2024-11-15. Although INR 84760 is available today, the full amount cannot be completed safely within 90 days while protecting the INR 58200 minimum."
request_272,6721120.51,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-02-05,none,"Use 3 installments of IDR 4709466.67, starting 2025-02-12. This leaves at least IDR 7508600 available."
request_273,10756514.78,affordable_with_plan,partial_payment,2026-04-07:10756514.78|2026-04-07:5104485.22,2026-04-07,none,Pay IDR 10756514.78 today and the remaining IDR 5104485.22 on 2026-04-07. This completes the full request and keeps the IDR 18774600 minimum protected.
request_274,2616.62,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-04,none,"Use 3 installments of EUR 940.75, starting 2024-12-04. This leaves at least EUR 1800 available."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Pay IDR 15884000 today. This leaves at least IDR 12760100 available over the next 90 days.
